Experiment name, Number of hosts, Number of VMs, Total simulation time, Energy consumption, Number of VM migrations, SLA, SLA perf degradation due to migration, SLA time per active host, Overall SLA violation, Average SLA violation, Number of host shutdowns, Mean time before a host shutdown, StDev time before a host shutdown, Mean time before a VM migration, StDev time before a VM migration, VM selection mean, VM selection stDev, host selection mean, host selection stDev, VM reallocation mean, VM reallocation stDev, total mean, total stDev
20110409_thr_rs_0.8_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centroid,800,1358,86400.0,86.61834624580945,2782,0.00322914085234907,0.005535853589061525,58.331399131104824,9.044451839513366,13.10085172646131,785,936.5030165604957,4245.237247428444,20.153535585907985,8.228877955269716,3.4843205574912894E-6,5.9028133610095526E-5,0.11057839721254366,0.0025378161298256884,0.0,0.0,0.7193275261324047,7.086842476798319
20110411_iqr_rs_1.5_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centroid,800,1233,86400.0,118.94030948068568,26265,0.006879146249875718,0.09537725293082354,7.212564881550023,0.1212320017289977,9.411051998157056,3738,951.2736565007979,2296.8148016981495,19.720273271817117,8.19315086815072,9.407665505226487E-4,6.423107088546699E-4,0.11319163763066206,0.0038432849123087903,0.03818118466898951,0.016943197822070256,0.8048118466898961,7.259075867284489
20110411_lrr_rs_1.2_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centroid,800,1233,86400.0,99.76267914057375,8672,0.0014011553706072914,0.028718664728923596,4.87890152217327,0.04285321918335685,8.5626089041017,1295,1648.4385235520979,6023.015683138448,19.845340850360433,8.185891152430932,4.7038327526132437E-4,5.069387690081526E-4,0.11025783972125441,0.013607243014282707,0.013968641114982545,0.007593408479910666,0.7157979094076649,6.854775097502343
20110411_mad_rs_2.5_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centroid,800,1233,86400.0,116.28696487058346,25428,0.006766558107411458,0.09314256323442839,7.2647325480842335,0.1284959316561041,9.365447031901175,3622,968.4621623412427,2431.4722540940943,19.614694696371043,8.212865708288039,0.0010209059233449484,7.335004789753714E-4,0.11354006968641112,0.008537717468711795,0.03815331010452958,0.019288502894211426,0.7961254355400695,7.05694776814968
20110411_thr_rs_0.8_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centroid,800,1233,86400.0,81.12384109843379,2712,0.0028458792625965113,0.004808369511954843,59.18595181840588,10.292067192070999,14.656496379299686,785,895.3446777069919,4005.080843705756,20.013474926252353,8.30584875155412,0.0,0.0,0.112731707317073,0.004228748373826714,3.4843205574912894E-6,5.902813361009552E-5,0.7199860627177733,7.053033459358181
20110412_iqr_rs_1.5_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centroid,800,1054,86400.0,100.99924878873655,21901,0.0067369012852393955,0.09546337243070628,7.057053520845903,0.12214711920274081,9.540638517619247,3400,904.6670682352944,2234.5601475890403,19.54658984432115,8.184858790925778,7.386759581881539E-4,5.895378564097902E-4,0.11094425087108022,0.004162397445737756,0.02697909407665505,0.013648929178067485,0.6441289198606268,5.931868079862197
20110412_lrr_rs_1.2_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centroid,800,1054,86400.0,85.63639184350299,8886,0.001882549411158603,0.035879458737886845,5.246872381524329,0.06592646937515595,8.3647097240286,1359,1512.8816482707666,4911.678861028084,19.61247977813379,8.2048962526952,4.42508710801394E-4,5.696318088477234E-4,0.11092682926829278,0.00402156051828358,0.011219512195121921,0.0060652543434488275,0.6017979094076643,5.75910538297082
20110412_mad_rs_2.5_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centroid,800,1054,86400.0,100.30863387695807,22165,0.0070414217439883275,0.09818032991279442,7.171927157143032,0.13638157123379777,9.422123988384461,3497,873.1800651987426,2078.394404605515,19.528972098590984,8.175749589813686,8.327526132404188E-4,6.530512713878818E-4,0.11119860627177704,0.0050934207673887285,0.029843205574912865,0.01575733198757588,0.6564076655052264,6.002965594406927
20110412_thr_rs_0.8_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centroid,800,1054,86400.0,66.11957412793467,2255,0.00315147623861911,0.004912986840833165,64.14583105385785,12.48569287600367,15.746806767033961,788,842.1888934010133,3944.2220283592997,19.609713525497888,8.315782330641012,3.4843205574912894E-6,5.902813361009552E-5,0.11148083623693372,0.003317491574550518,0.0,0.0,0.5925087108013952,5.854613799415677
20110420_iqr_rs_1.5_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centroid,800,1033,86400.0,90.62786288640122,22986,0.009102172329837437,0.12050188734629858,7.553551674821154,0.15643210939148,10.35905178306887,3544,830.0707674943549,1837.1099439990394,19.752221138213876,8.190440110859988,6.93379790940767E-4,5.641300673398636E-4,0.11346341463414632,0.003417031516304973,0.02699303135888501,0.014671696988657628,0.6330487804878052,5.838036475795349
20110420_lrr_rs_1.2_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centroid,800,1033,86400.0,71.8940407716462,8003,0.002450644813247785,0.03942168157655891,6.216489797596554,0.125762743479395,8.729920924716243,1373,1228.7264908958239,4507.720186465047,19.66755213937634,8.197750376577064,3.6585365853658564E-4,4.82510066758489E-4,0.10875609756097597,0.0037336715976154337,0.00978048780487802,0.005601938579200106,0.5702543554006958,5.627287346726627
20110420_mad_rs_2.5_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centroid,800,1033,86400.0,88.89943924096187,22605,0.008733708865331645,0.11646722589809336,7.498855405874849,0.15906029360203428,10.210296010112073,3402,848.527002939447,1712.0601423015007,19.64680428652277,8.205629306455398,7.804878048780494E-4,5.947636649615134E-4,0.11138675958188145,0.003205147567820795,0.026968641114982553,0.015789781347444996,0.6253588850174214,5.702370261086824
20110420_thr_rs_0.8_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centroid,800,1033,86400.0,56.71055086176947,2160,0.0029181014608846874,0.005360957070937066,54.43247208048655,9.971060622023858,14.811858027906355,789,702.9545703422069,1907.6193930204752,19.58181481481387,8.34364363949713,0.0,0.0,0.11069337979094061,0.0039670925313707184,3.4843205574912894E-6,5.902813361009552E-5,0.5654703832752637,5.583598713433054
