Experiment name, Number of hosts, Number of VMs, Total simulation time, Energy consumption, Number of VM migrations, SLA, SLA perf degradation due to migration, SLA time per active host, Overall SLA violation, Average SLA violation, Number of host shutdowns, Mean time before a host shutdown, StDev time before a host shutdown, Mean time before a VM migration, StDev time before a VM migration, VM selection mean, VM selection stDev, host selection mean, host selection stDev, VM reallocation mean, VM reallocation stDev, total mean, total stDev
20110303_iqr_rs_1.5_it2fuzzy_implication_product_intersection_maxmin_and_union_minmax_reduction_centerofsets,800,1052,86400.0,109.03362971584684,22685,0.006757583951571397,0.09530567382924172,7.090431954427914,0.12240904246356865,9.182303506137265,3457,925.5442707549884,2368.136266247421,19.7274807683302,8.188761900371423,7.351916376306626E-4,5.284710908988688E-4,0.046721254355400574,0.004858738918241704,0.0302299651567944,0.013295041178155548,0.30928919860627124,2.5517980929103343
20110303_lrr_rs_1.2_it2fuzzy_implication_product_intersection_maxmin_and_union_minmax_reduction_centerofsets,800,1052,86400.0,93.91633165107825,7314,0.0012943657541530636,0.02755331236066329,4.6976774959404715,0.048935146545341104,8.573741161742891,1191,1613.6772829554727,5968.917313681014,19.593020119325814,8.218643553268175,3.554006968641118E-4,4.7947060301998894E-4,0.04277003484320565,0.005094499398827703,0.011425087108013902,0.005697545592542368,0.2473240418118467,2.309118654609011
20110303_mad_rs_2.5_it2fuzzy_implication_product_intersection_maxmin_and_union_minmax_reduction_centerofsets,800,1052,86400.0,108.42398535385995,22414,0.0067676920385039445,0.09511122179079114,7.115555778886236,0.13251589408726624,9.127030120879326,3510,911.0317128205129,2333.9726330425797,19.705134730257264,8.197713272710153,8.013937282229972E-4,5.903638871587818E-4,0.04348083623693367,0.002318702162383763,0.03028222996515676,0.014461685498496383,0.30117073170731673,2.449921276481871
20110303_thr_rs_0.8_it2fuzzy_implication_product_intersection_maxmin_and_union_minmax_reduction_centerofsets,800,1052,86400.0,74.32595064010819,2209,0.0031509670555020593,0.004849495119808998,64.97515674634111,10.710751108039148,14.0766829640469,786,819.8024122137311,3867.3047037389256,19.431887732004462,8.348927291270765,0.0,0.0,0.04290940766550513,0.002061675433226337,3.4843205574912894E-6,5.9028133610095526E-5,0.23098257839721226,2.339157409796808
20110303_iqr_rs_1.5_it2fuzzy_implication_minimum_intersection_maxmin_and_union_minmax_reduction_centerofsets,800,1052,86400.0,110.55192887888659,24006,0.007041023670015551,0.09840842567759046,7.154899208614136,0.12488173150145218,9.285641505444524,3531,935.7161869158833,2281.4474332634486,19.675794780758725,8.212788627182904,7.003484320557496E-4,5.616844208807296E-4,0.04639372822299642,0.002606144374225183,0.030648083623693347,0.014315556656958085,0.3120139372822294,2.5238237389998797
20110303_lrr_rs_1.2_it2fuzzy_implication_minimum_intersection_maxmin_and_union_minmax_reduction_centerofsets,800,1052,86400.0,93.88338259143596,7269,0.0012893094196422177,0.02801206026876812,4.60269400847936,0.04652404790358435,8.23359272264737,1171,1747.7977625960461,6528.796272568575,19.726543209873995,8.194204172189057,3.484320557491292E-4,6.925093582591704E-4,0.04912543554006979,0.009292354237472685,0.01101045296167245,0.006190724123939276,0.25491289198606293,2.3161324095438744
20110303_mad_rs_2.5_it2fuzzy_implication_minimum_intersection_maxmin_and_union_minmax_reduction_centerofsets,800,1052,86400.0,108.82096641779528,22680,0.006875715068965805,0.09571233024339279,7.183729673576147,0.13270725548161832,9.021605197628423,3493,914.1709613512708,2237.6596812154107,19.748690825990014,8.211578613182997,7.142857142857148E-4,6.329292224249095E-4,0.04563066202090593,0.007730796233206305,0.03038675958188153,0.01539344943853788,0.3063588850174215,2.4677643488065693
20110303_thr_rs_0.8_it2fuzzy_implication_minimum_intersection_maxmin_and_union_minmax_reduction_centerofsets,800,1052,86400.0,74.32595064010819,2209,0.0031509670555020593,0.004849495119808998,64.97515674634111,10.710751108039148,14.0766829640469,786,819.8024122137311,3867.3047037389256,19.431887732004462,8.348927291270765,0.0,0.0,0.040344947735191455,0.00237914171382489,0.0,0.0,0.21299303135888553,2.1333304915003803
20110303_iqr_rs_1.5_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centerofsets,800,1052,86400.0,109.5538550872656,22497,0.006546105582840548,0.09327086422531039,7.018382039462402,0.11820323644247965,9.124601126882746,3462,920.7675470826091,2336.4778829319243,19.651324302640997,8.177362218362285,7.456445993031365E-4,5.433387324163515E-4,0.04602090592334494,0.003968351441398218,0.029324041811846665,0.013901358804578427,0.3101846689895464,2.5603088436493446
20110303_lrr_rs_1.2_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centerofsets,800,1052,86400.0,94.17157616222936,7092,0.001258607962991414,0.027553955438691966,4.567794144081559,0.04558405760156261,8.402247994210896,1150,1806.1716173912791,6925.227598900357,19.74167322891011,8.221414743434641,2.891986062717772E-4,4.541822578598752E-4,0.04310801393728219,0.004192755810504396,0.0112648083623693,0.005890574005434127,0.24859930313588874,2.3128948492389108
20110303_mad_rs_2.5_it2fuzzy_implication_tlk_intersection_tl_and_union_tln_reduction_centerofsets,800,1052,86400.0,108.06234030057946,21839,0.006569171978018312,0.09238768574106454,7.110441099725959,0.12717772892647092,8.919492345893751,3442,916.0868239395662,2350.3457387578533,19.82364949353229,8.187801341159307,6.620209059233455E-4,5.426431939359882E-4,0.04576655052264801,0.0047110044083004165,0.02805574912891982,0.013536935747035265,0.30588850174215926,2.527534290355577
